#,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.17.0-git223552fa74', start_date='2023-05-31T13:52:12', checksum=1029362955, kind='mean', investigation_time=50.0"
lon,lat,PGA-0.1,PGA-0.02,SA(0.025)-0.1,SA(0.025)-0.02,SA(0.05)-0.1,SA(0.05)-0.02,SA(0.1)-0.1,SA(0.1)-0.02,SA(0.2)-0.1,SA(0.2)-0.02,SA(0.5)-0.1,SA(0.5)-0.02,SA(1.0)-0.1,SA(1.0)-0.02,SA(2.0)-0.1,SA(2.0)-0.02
-0.46025,-1.45825,4.057414E-02,6.213868E-02,4.284165E-02,6.563971E-02,5.027467E-02,7.676060E-02,7.612758E-02,1.149323E-01,1.076865E-01,1.636850E-01,7.551181E-02,1.188917E-01,4.215916E-02,6.884044E-02,2.079534E-02,3.542063E-02
-0.46022,-1.54818,3.519594E-02,5.394427E-02,3.712495E-02,5.693014E-02,4.344228E-02,6.639417E-02,6.561457E-02,9.913607E-02,9.474590E-02,1.439763E-01,6.871737E-02,1.079235E-01,3.896728E-02,6.346250E-02,1.939563E-02,3.299365E-02
-0.37052,-0.01933,1.875390E-01,2.937825E-01,2.023132E-01,3.171384E-01,2.508143E-01,3.940155E-01,3.969177E-01,6.230248E-01,4.428864E-01,7.047460E-01,2.422086E-01,4.026960E-01,1.211976E-01,2.094123E-01,5.476393E-02,9.891429E-02
-0.37052,0.07060,1.556137E-01,2.405394E-01,1.666771E-01,2.579825E-01,2.046505E-01,3.161305E-01,3.210218E-01,4.940951E-01,3.713418E-01,5.799713E-01,2.062091E-01,3.350629E-01,1.037639E-01,1.749085E-01,4.738060E-02,8.353128E-02
-0.37052,-0.10926,2.354650E-01,3.764103E-01,2.554843E-01,4.110154E-01,3.229901E-01,5.236188E-01,5.144698E-01,8.370461E-01,5.441393E-01,8.858474E-01,2.947847E-01,5.023772E-01,1.470915E-01,2.607829E-01,6.514096E-02,1.207204E-01
-0.37052,0.16053,1.304868E-01,2.008043E-01,1.395557E-01,2.145217E-01,1.694720E-01,2.600403E-01,2.646120E-01,4.031648E-01,3.153858E-01,4.877892E-01,1.783435E-01,2.864667E-01,9.041328E-02,1.505022E-01,4.165347E-02,7.254219E-02
-0.37052,-0.19920,2.769527E-01,4.394955E-01,3.022903E-01,4.815581E-01,3.860493E-01,6.198564E-01,6.185253E-01,9.941545E-01,6.353202E-01,1.034631E+00,3.448203E-01,5.910106E-01,1.724296E-01,3.086198E-01,7.557458E-02,1.421651E-01
-0.37051,0.25046,1.106089E-01,1.698154E-01,1.181104E-01,1.811388E-01,1.423401E-01,2.176371E-01,2.209017E-01,3.350134E-01,2.702872E-01,4.160374E-01,1.560335E-01,2.490605E-01,7.977366E-02,1.319626E-01,3.706551E-02,6.410956E-02
-0.37051,-0.28913,3.123029E-01,4.919125E-01,3.416648E-01,5.407062E-01,4.395410E-01,6.991835E-01,7.056729E-01,1.124125E+00,7.134890E-01,1.159673E+00,3.885407E-01,6.682014E-01,1.950750E-01,3.510049E-01,8.494567E-02,1.615081E-01
-0.37051,0.34040,9.424704E-02,1.447818E-01,1.003288E-01,1.541261E-01,1.204247E-01,1.841742E-01,1.859857E-01,2.819264E-01,2.325451E-01,3.576952E-01,1.374691E-01,2.188110E-01,7.099857E-02,1.171690E-01,3.329000E-02,5.735507E-02
-0.37050,-0.37906,3.369940E-01,5.278945E-01,3.702421E-01,5.805112E-01,4.797815E-01,7.552657E-01,7.700218E-01,1.220719E+00,7.651594E-01,1.241617E+00,4.177202E-01,7.165116E-01,2.099775E-01,3.768081E-01,9.074520E-02,1.728253E-01
-0.37050,0.43033,8.050701E-02,1.238701E-01,8.548472E-02,1.315513E-01,1.021822E-01,1.566173E-01,1.573015E-01,2.386850E-01,2.007339E-01,3.087319E-01,1.217565E-01,1.935402E-01,6.363901E-02,1.048210E-01,3.012377E-02,5.178501E-02
-0.37050,-0.46899,3.323534E-01,5.231431E-01,3.655159E-01,5.758212E-01,4.744243E-01,7.504363E-01,7.614443E-01,1.213435E+00,7.517400E-01,1.227319E+00,4.092334E-01,7.054374E-01,2.051446E-01,3.701639E-01,8.813784E-02,1.689308E-01
-0.37049,0.52026,6.889193E-02,1.061801E-01,7.299767E-02,1.125243E-01,8.682086E-02,1.334070E-01,1.332053E-01,2.024928E-01,1.737295E-01,2.671076E-01,1.083604E-01,1.721166E-01,5.742021E-02,9.433188E-02,2.738336E-02,4.698265E-02
-0.37049,-0.55893,2.850838E-01,4.625724E-01,3.125924E-01,5.079233E-01,4.022241E-01,6.587878E-01,6.432407E-01,1.061189E+00,6.453230E-01,1.077705E+00,3.493051E-01,6.137407E-01,1.741128E-01,3.196547E-01,7.527234E-02,1.454792E-01
-0.37048,0.61019,5.902009E-02,9.115136E-02,6.246871E-02,9.643686E-02,7.397083E-02,1.138462E-01,1.130822E-01,1.721917E-01,1.507544E-01,2.316986E-01,9.689450E-02,1.538273E-01,5.212527E-02,8.543923E-02,2.506764E-02,4.293096E-02
-0.37047,-0.64886,2.030562E-01,3.287118E-01,2.192120E-01,3.557779E-01,2.737928E-01,4.443959E-01,4.338774E-01,7.041543E-01,4.766413E-01,7.862735E-01,2.595609E-01,4.511023E-01,1.297442E-01,2.348861E-01,5.830447E-02,1.100084E-01
-0.37047,0.70012,5.063169E-02,7.838191E-02,5.357452E-02,8.280355E-02,6.319644E-02,9.738522E-02,9.629839E-02,1.468143E-01,1.311756E-01,2.015125E-01,8.704673E-02,1.379664E-01,4.744751E-02,7.787137E-02,2.307753E-02,3.949847E-02
-0.37046,-0.73879,1.581704E-01,2.470109E-01,1.695715E-01,2.652189E-01,2.081596E-01,3.243942E-01,3.266133E-01,5.064955E-01,3.774025E-01,5.958033E-01,2.093920E-01,3.445997E-01,1.053913E-01,1.799028E-01,4.812431E-02,8.579583E-02
-0.37045,-0.82872,1.298762E-01,2.002695E-01,1.388745E-01,2.137820E-01,1.684456E-01,2.586807E-01,2.626617E-01,4.002929E-01,3.142751E-01,4.865266E-01,1.781636E-01,2.865596E-01,9.044611E-02,1.507085E-01,4.171960E-02,7.269406E-02
-0.37043,-0.91865,1.089628E-01,1.670197E-01,1.162030E-01,1.781411E-01,1.399393E-01,2.135412E-01,2.167344E-01,3.279133E-01,2.666980E-01,4.100965E-01,1.548955E-01,2.467505E-01,7.939972E-02,1.310142E-01,3.695459E-02,6.378011E-02
-0.37041,-1.00859,9.238700E-02,1.413283E-01,9.820456E-02,1.501779E-01,1.177293E-01,1.793823E-01,1.814725E-01,2.737672E-01,2.284607E-01,3.498590E-01,1.362646E-01,2.159551E-01,7.057685E-02,1.159942E-01,3.315538E-02,5.693571E-02
-0.37039,-1.09852,7.880209E-02,1.204614E-01,8.355030E-02,1.277291E-01,9.956717E-02,1.516589E-01,1.529719E-01,2.306047E-01,1.970013E-01,3.009313E-01,1.207097E-01,1.908471E-01,6.329356E-02,1.038367E-01,3.002908E-02,5.141542E-02
-0.37037,-1.18845,6.739681E-02,1.031718E-01,7.138743E-02,1.091574E-01,8.467449E-02,1.290296E-01,1.295299E-01,1.953129E-01,1.706256E-01,2.602828E-01,1.075614E-01,1.698573E-01,5.718532E-02,9.355314E-02,2.733143E-02,4.672832E-02
-0.37034,-1.27838,5.779032E-02,8.853325E-02,6.119144E-02,9.362782E-02,7.228263E-02,1.102360E-01,1.101867E-01,1.662519E-01,1.483004E-01,2.260206E-01,9.633894E-02,1.520533E-01,5.200658E-02,8.487955E-02,2.505559E-02,4.276064E-02
-0.37032,-1.36832,4.968300E-02,7.616954E-02,5.259407E-02,8.052982E-02,6.189946E-02,9.447974E-02,9.407330E-02,1.420542E-01,1.292888E-01,1.969270E-01,8.669640E-02,1.367416E-01,4.740909E-02,7.750230E-02,2.309620E-02,3.941121E-02
-0.37029,-1.45825,4.281119E-02,6.568215E-02,4.530546E-02,6.942385E-02,5.315166E-02,8.119741E-02,8.055088E-02,1.217380E-01,1.130225E-01,1.720795E-01,7.837106E-02,1.232590E-01,4.346399E-02,7.094540E-02,2.135509E-02,3.639269E-02
-0.37026,-1.54818,3.696415E-02,5.675492E-02,3.907576E-02,5.997207E-02,4.574554E-02,6.994398E-02,6.915069E-02,1.045878E-01,9.904400E-02,1.507498E-01,7.089819E-02,1.115641E-01,4.001606E-02,6.524538E-02,1.986673E-02,3.381961E-02
-0.28059,-0.01933,2.412613E-01,3.889087E-01,2.621083E-01,4.241175E-01,3.312062E-01,5.404628E-01,5.277357E-01,8.622622E-01,5.579832E-01,9.186165E-01,3.035418E-01,5.244001E-01,1.517630E-01,2.731611E-01,6.727269E-02,1.265202E-01
-0.28059,0.07060,1.835898E-01,2.892520E-01,1.976137E-01,3.119839E-01,2.444267E-01,3.857137E-01,3.856109E-01,6.071534E-01,4.345774E-01,6.949084E-01,2.387951E-01,3.993919E-01,1.197347E-01,2.081155E-01,5.423674E-02,9.849736E-02
-0.28059,-0.10926,3.053916E-01,4.831044E-01,3.341379E-01,5.310246E-01,4.300658E-01,6.877305E-01,6.895179E-01,1.107560E+00,6.959851E-01,1.133702E+00,3.788826E-01,6.505736E-01,1.900605E-01,3.408730E-01,8.280492E-02,1.566922E-01
-0.28059,0.16053,1.485118E-01,2.297994E-01,1.591771E-01,2.459729E-01,1.943698E-01,2.998529E-01,3.047227E-01,4.671713E-01,3.564132E-01,5.556158E-01,1.985591E-01,3.228772E-01,1.001438E-01,1.687703E-01,4.591595E-02,8.089958E-02
-0.28058,-0.19920,3.406722E-01,5.301624E-01,3.738296E-01,5.826331E-01,4.834378E-01,7.571352E-01,7.754333E-01,1.223174E+00,7.766842E-01,1.248890E+00,4.259731E-01,7.226484E-01,2.149322E-01,3.808128E-01,9.367225E-02,1.756647E-01
-0.28058,0.25046,1.235063E-01,1.902908E-01,1.319573E-01,2.033822E-01,1.599190E-01,2.454308E-01,2.489318E-01,3.790607E-01,2.991018E-01,4.637837E-01,1.699964E-01,2.738875E-01,8.641224E-02,1.440298E-01,3.997533E-02,6.963692E-02
-0.28058,-0.28913,3.496562E-01,5.405336E-01,3.831174E-01,5.932974E-01,4.945275E-01,7.689661E-01,7.937574E-01,1.240245E+00,8.012648E-01,1.278600E+00,4.409935E-01,7.443194E-01,2.232911E-01,3.937634E-01,9.785248E-02,1.825761E-01
-0.28057,0.34040,1.037399E-01,1.600041E-01,1.103759E-01,1.702861E-01,1.330179E-01,2.045486E-01,2.062276E-01,3.140960E-01,2.534638E-01,3.922516E-01,1.474507E-01,2.366637E-01,7.571524E-02,1.255618E-01,3.531038E-02,6.118211E-02
-0.28057,-0.37906,3.506562E-01,5.410799E-01,3.842013E-01,5.939190E-01,4.959468E-01,7.696847E-01,7.963858E-01,1.241341E+00,8.039373E-01,1.280309E+00,4.422444E-01,7.451996E-01,2.239148E-01,3.942473E-01,9.812964E-02,1.828171E-01
-0.28057,0.43033,8.731981E-02,1.351736E-01,9.285671E-02,1.434936E-01,1.111358E-01,1.712469E-01,1.715132E-01,2.618567E-01,2.160351E-01,3.339393E-01,1.290162E-01,2.064901E-01,6.706537E-02,1.108043E-01,3.153266E-02,5.443587E-02
-0.28056,-0.46899,3.415634E-01,5.294003E-01,3.748114E-01,5.818519E-01,4.848056E-01,7.563033E-01,7.782262E-01,1.221942E+00,7.791236E-01,1.246757E+00,4.266925E-01,7.202857E-01,2.152014E-01,3.792984E-01,9.378268E-02,1.748635E-01
-0.28056,0.52026,7.380595E-02,1.144116E-01,7.846434E-02,1.214135E-01,9.339651E-02,1.440910E-01,1.434838E-01,2.192550E-01,1.850429E-01,2.857282E-01,1.137446E-01,1.815230E-01,5.993332E-02,9.874185E-02,2.843507E-02,4.893790E-02
-0.28055,-0.55893,2.966191E-01,4.706444E-01,3.244261E-01,5.160222E-01,4.166051E-01,6.672296E-01,6.660779E-01,1.073750E+00,6.774898E-01,1.101932E+00,3.690623E-01,6.312235E-01,1.850818E-01,3.301357E-01,8.093345E-02,1.519459E-01
-0.28054,0.61019,6.264564E-02,9.719174E-02,6.644398E-02,1.031128E-01,7.888594E-02,1.218228E-01,1.207286E-01,1.845963E-01,1.592305E-01,2.455815E-01,1.009812E-01,1.606669E-01,5.390651E-02,8.877462E-02,2.587577E-02,4.441340E-02
-0.28054,-0.64886,2.204468E-01,3.480198E-01,2.385276E-01,3.762675E-01,2.977154E-01,4.701816E-01,4.729634E-01,7.436320E-01,5.188290E-01,8.354369E-01,2.833046E-01,4.814421E-01,1.420376E-01,2.513245E-01,6.391060E-02,1.184803E-01
-0.28053,0.70012,5.338638E-02,8.286157E-02,5.650338E-02,8.774877E-02,6.681777E-02,1.034127E-01,1.020096E-01,1.562001E-01,1.376127E-01,2.119888E-01,9.019639E-02,1.431008E-01,4.884285E-02,8.029018E-02,2.366281E-02,4.056165E-02
-0.28052,-0.73879,1.745938E-01,2.701070E-01,1.875018E-01,2.898723E-01,2.307822E-01,3.561373E-01,3.629997E-01,5.565088E-01,4.160575E-01,6.508478E-01,2.297771E-01,3.760675E-01,1.155491E-01,1.962969E-01,5.268058E-02,9.360474E-02
-0.28050,-0.82872,1.427195E-01,2.190904E-01,1.527556E-01,2.344901E-01,1.858774E-01,2.842148E-01,2.901385E-01,4.404952E-01,3.436807E-01,5.318039E-01,1.932416E-01,3.116809E-01,9.780592E-02,1.632982E-01,4.506323E-02,7.866539E-02
-0.28048,-0.91865,1.188689E-01,1.818403E-01,1.266301E-01,1.937558E-01,1.530114E-01,2.332854E-01,2.376475E-01,3.589935E-01,2.888740E-01,4.441181E-01,1.660160E-01,2.654167E-01,8.475100E-02,1.402652E-01,3.938806E-02,6.813528E-02
-0.28046,-1.00859,9.978357E-02,1.527480E-01,1.061971E-01,1.623314E-01,1.273675E-01,1.940720E-01,1.967067E-01,2.968349E-01,2.454066E-01,3.760878E-01,1.445136E-01,2.299367E-01,7.454775E-02,1.227702E-01,3.491209E-02,6.010841E-02
-0.28044,-1.09852,8.430995E-02,1.290993E-01,8.969914E-02,1.372039E-01,1.069335E-01,1.629745E-01,1.643828E-01,2.481602E-01,2.099858E-01,3.211919E-01,1.269677E-01,2.014873E-01,6.630187E-02,1.088189E-01,3.128806E-02,5.369809E-02
-0.28041,-1.18845,7.160807E-02,1.097215E-01,7.597312E-02,1.164156E-01,9.035649E-02,1.378131E-01,1.383208E-01,2.088881E-01,1.806395E-01,2.759820E-01,1.123872E-01,1.780742E-01,5.951595E-02,9.739470E-02,2.830512E-02,4.846084E-02
-0.28039,-1.27838,6.106451E-02,9.364477E-02,6.464805E-02,9.914054E-02,7.655837E-02,1.170054E-01,1.168821E-01,1.766376E-01,1.560812E-01,2.382504E-01,1.001266E-01,1.582880E-01,5.368684E-02,8.790249E-02,2.582701E-02,4.412609E-02
-0.28036,-1.36832,5.225421E-02,8.018808E-02,5.522487E-02,8.475482E-02,6.512713E-02,9.962998E-02,9.910645E-02,1.499516E-01,1.353252E-01,2.064952E-01,8.972225E-02,1.414514E-01,4.875900E-02,7.979213E-02,2.366754E-02,4.042203E-02
-0.28033,-1.45825,4.482104E-02,6.886658E-02,4.732846E-02,7.269116E-02,5.561506E-02,8.515134E-02,8.437802E-02,1.277744E-01,1.177517E-01,1.796005E-01,8.061209E-02,1.270644E-01,4.457223E-02,7.275884E-02,2.182614E-02,3.722082E-02
-0.28029,-1.54818,3.852648E-02,5.927976E-02,4.067378E-02,6.251648E-02,4.764795E-02,7.300748E-02,7.209260E-02,1.092419E-01,1.027915E-01,1.566867E-01,7.274192E-02,1.146838E-01,4.086027E-02,6.675386E-02,2.022824E-02,3.449712E-02
-0.19066,-0.01933,2.842634E-01,4.541212E-01,3.108000E-01,4.975081E-01,3.969888E-01,6.412700E-01,6.344088E-01,1.029076E+00,6.516194E-01,1.067544E+00,3.556505E-01,6.123877E-01,1.783262E-01,3.201754E-01,7.826153E-02,1.475037E-01
-0.19066,0.07060,2.100479E-01,3.312706E-01,2.267188E-01,3.581893E-01,2.824109E-01,4.456934E-01,4.475771E-01,7.046182E-01,4.946070E-01,7.958325E-01,2.703601E-01,4.582036E-01,1.354051E-01,2.390585E-01,6.097204E-02,1.126945E-01
-0.19065,-0.10926,3.380682E-01,5.250747E-01,3.710643E-01,5.774314E-01,4.799160E-01,7.511358E-01,7.695678E-01,1.213546E+00,7.703318E-01,1.235041E+00,4.222318E-01,7.127631E-01,2.129469E-01,3.750295E-01,9.286889E-02,1.727934E-01
-0.19065,0.16053,1.672720E-01,2.595828E-01,1.798848E-01,2.787878E-01,2.208645E-01,3.418247E-01,3.476607E-01,5.352546E-01,3.984511E-01,6.262030E-01,2.195640E-01,3.609068E-01,1.102461E-01,1.879860E-01,5.022281E-02,8.965410E-02
-0.19065,-0.19920,3.517211E-01,5.411200E-01,3.851763E-01,5.939262E-01,4.967760E-01,7.695417E-01,7.974126E-01,1.240994E+00,8.075922E-01,1.280834E+00,4.452097E-01,7.460896E-01,2.257972E-01,3.949677E-01,9.935084E-02,1.835064E-01
-0.19065,0.25046,1.368753E-01,2.121985E-01,1.462861E-01,2.269075E-01,1.784800E-01,2.757998E-01,2.786816E-01,4.278978E-01,3.285373E-01,5.136706E-01,1.842695E-01,2.996547E-01,9.310062E-02,1.569610E-01,4.277360E-02,7.531225E-02
-0.19064,-0.28913,3.553495E-01,5.438892E-01,3.888020E-01,5.968028E-01,5.007315E-01,7.723262E-01,8.035452E-01,1.244528E+00,8.178434E-01,1.289819E+00,4.522348E-01,7.530068E-01,2.298497E-01,3.992506E-01,1.015682E-01,1.860232E-01
-0.19064,0.34040,1.126666E-01,1.753361E-01,1.202926E-01,1.869209E-01,1.452788E-01,2.252129E-01,2.258721E-01,3.474901E-01,2.738956E-01,4.272595E-01,1.570780E-01,2.537878E-01,8.011292E-02,1.340481E-01,3.714068E-02,6.487439E-02
-0.19064,-0.37906,3.548268E-01,5.433177E-01,3.882934E-01,5.962083E-01,5.001805E-01,7.717320E-01,8.026956E-01,1.243771E+00,8.165421E-01,1.288063E+00,4.512317E-01,7.516106E-01,2.292699E-01,3.984192E-01,1.012684E-01,1.855469E-01
-0.19063,0.43033,9.346601E-02,1.456026E-01,9.950072E-02,1.550529E-01,1.195798E-01,1.854949E-01,1.848122E-01,2.843486E-01,2.298838E-01,3.583002E-01,1.355432E-01,2.179191E-01,6.995992E-02,1.164122E-01,3.276200E-02,5.687338E-02
-0.19063,-0.46899,3.478645E-01,5.354984E-01,3.811716E-01,5.879040E-01,4.919188E-01,7.627177E-01,7.894343E-01,1.231347E+00,7.974814E-01,1.264584E+00,4.388805E-01,7.340687E-01,2.222711E-01,3.878289E-01,9.766244E-02,1.799302E-01
-0.19062,0.52026,7.817687E-02,1.217564E-01,8.293644E-02,1.292592E-01,9.906337E-02,1.539309E-01,1.526126E-01,2.349609E-01,1.945246E-01,3.024907E-01,1.182814E-01,1.893610E-01,6.187418E-02,1.025731E-01,2.929690E-02,5.060744E-02
-0.19061,-0.55893,3.180577E-01,4.959741E-01,3.483180E-01,5.453373E-01,4.479499E-01,7.071151E-01,7.184035E-01,1.137019E+00,7.272829E-01,1.166338E+00,3.979461E-01,6.712710E-01,2.004019E-01,3.528899E-01,8.781566E-02,1.628051E-01
-0.19061,0.61019,6.567248E-02,1.024974E-01,6.969020E-02,1.085428E-01,8.276692E-02,1.285762E-01,1.269043E-01,1.952239E-01,1.659119E-01,2.573544E-01,1.041695E-01,1.662395E-01,5.531512E-02,9.138099E-02,2.647195E-02,4.557799E-02
-0.19060,-0.64886,2.561528E-01,4.076281E-01,2.786316E-01,4.442981E-01,3.528669E-01,5.663174E-01,5.614676E-01,9.049097E-01,5.935236E-01,9.630738E-01,3.239833E-01,5.521972E-01,1.625039E-01,2.883002E-01,7.216789E-02,1.342227E-01
-0.19059,0.70012,5.554020E-02,8.663693E-02,5.889452E-02,9.175158E-02,6.967144E-02,1.081790E-01,1.064329E-01,1.636030E-01,1.424526E-01,2.204659E-01,9.244157E-02,1.472001E-01,4.990779E-02,8.215584E-02,2.410434E-02,4.138660E-02
-0.19058,-0.73879,1.952751E-01,3.062388E-01,2.104311E-01,3.299263E-01,2.604841E-01,4.092472E-01,4.115336E-01,6.433472E-01,4.626577E-01,7.353123E-01,2.542381E-01,4.240794E-01,1.276864E-01,2.212893E-01,5.791735E-02,1.049306E-01
-0.19056,-0.82872,1.563747E-01,2.407071E-01,1.673138E-01,2.577765E-01,2.047449E-01,3.143209E-01,3.202700E-01,4.888120E-01,3.741854E-01,5.819584E-01,2.089090E-01,3.388118E-01,1.054049E-01,1.774190E-01,4.828147E-02,8.498649E-02
-0.19054,-0.91865,1.283161E-01,1.969921E-01,1.371891E-01,2.102880E-01,1.659800E-01,2.537672E-01,2.582363E-01,3.916905E-01,3.110756E-01,4.796717E-01,1.769200E-01,2.837632E-01,8.998074E-02,1.494529E-01,4.154727E-02,7.223751E-02
-0.19052,-1.00859,1.067156E-01,1.637482E-01,1.136401E-01,1.743939E-01,1.368583E-01,2.090573E-01,2.115769E-01,3.204553E-01,2.611440E-01,4.021099E-01,1.521977E-01,2.429691E-01,7.820130E-02,1.291199E-01,3.641854E-02,6.293070E-02
-0.19049,-1.09852,8.945151E-02,1.373823E-01,9.497665E-02,1.457870E-01,1.136089E-01,1.738344E-01,1.750607E-01,2.652552E-01,2.212336E-01,3.398933E-01,1.325054E-01,2.108310E-01,6.887490E-02,1.133422E-01,3.236917E-02,5.570676E-02
-0.19046,-1.18845,7.530105E-02,1.158126E-01,7.995053E-02,1.228044E-01,9.508340E-02,1.455502E-01,1.458455E-01,2.210580E-01,1.888220E-01,2.896006E-01,1.164779E-01,1.847890E-01,6.129172E-02,1.007106E-01,2.910663E-02,4.993612E-02
-0.19043,-1.27838,6.376138E-02,9.812334E-02,6.764562E-02,1.040230E-01,8.013266E-02,1.227402E-01,1.224180E-01,1.855918E-01,1.621404E-01,2.483474E-01,1.032230E-01,1.632906E-01,5.503601E-02,9.036367E-02,2.640913E-02,4.523880E-02
-0.19040,-1.36832,5.425486E-02,8.352565E-02,5.743839E-02,8.843566E-02,6.786527E-02,1.040694E-01,1.034065E-01,1.568476E-01,1.399396E-01,2.141011E-01,9.193631E-02,1.453034E-01,4.981474E-02,8.157382E-02,2.410859E-02,4.122127E-02
-0.19037,-1.45825,4.635897E-02,7.138696E-02,4.898977E-02,7.546531E-02,5.765329E-02,8.852270E-02,8.757308E-02,1.329625E-01,1.213063E-01,1.854152E-01,8.235092E-02,1.300955E-01,4.540115E-02,7.417804E-02,2.218162E-02,3.786005E-02
-0.19033,-1.54818,3.974980E-02,6.122568E-02,4.193850E-02,6.463299E-02,4.918915E-02,7.556567E-02,7.449254E-02,1.131600E-01,1.055467E-01,1.611998E-01,7.414578E-02,1.171223E-01,4.149207E-02,6.790539E-02,2.049642E-02,3.497850E-02
-0.10072,-0.01933,3.120833E-01,4.879463E-01,3.411913E-01,5.362535E-01,4.383524E-01,6.930997E-01,7.032130E-01,1.114914E+00,7.142970E-01,1.149173E+00,3.897819E-01,6.613562E-01,1.960157E-01,3.473499E-01,8.576833E-02,1.603173E-01
-0.10072,0.07060,2.493314E-01,3.977788E-01,2.713655E-01,4.333319E-01,3.428712E-01,5.511986E-01,5.468107E-01,8.793779E-01,5.775650E-01,9.426392E-01,3.141090E-01,5.393717E-01,1.571321E-01,2.811190E-01,6.955706E-02,1.305969E-01
-0.10072,-0.10926,3.461523E-01,5.334644E-01,3.793888E-01,5.858313E-01,4.897656E-01,7.602757E-01,7.858582E-01,1.227759E+00,7.927160E-01,1.259159E+00,4.359134E-01,7.302153E-01,2.205893E-01,3.855290E-01,9.676522E-02,1.787622E-01
-0.10072,0.16053,1.907958E-01,3.018049E-01,2.060234E-01,3.255513E-01,2.554739E-01,4.045185E-01,4.045990E-01,6.380628E-01,4.496216E-01,7.235470E-01,2.452166E-01,4.140937E-01,1.225515E-01,2.151695E-01,5.522491E-02,1.015131E-01
-0.10072,-0.19920,3.548822E-01,5.431043E-01,3.883108E-01,5.959653E-01,5.001349E-01,7.714418E-01,8.025532E-01,1.243330E+00,8.167410E-01,1.287509E+00,4.515441E-01,7.513760E-01,2.294943E-01,3.983159E-01,1.014356E-01,1.855788E-01
-0.10071,0.25046,1.508434E-01,2.381275E-01,1.617859E-01,2.552909E-01,1.983991E-01,3.129430E-01,3.118030E-01,4.889310E-01,3.594203E-01,5.723870E-01,1.987679E-01,3.296850E-01,9.986869E-02,1.716673E-01,4.558328E-02,8.176298E-02
-0.10071,-0.28913,3.569143E-01,5.445385E-01,3.903930E-01,5.974351E-01,5.022936E-01,7.727947E-01,8.057553E-01,1.245005E+00,8.226280E-01,1.292246E+00,4.560271E-01,7.552451E-01,2.321459E-01,4.007890E-01,1.029606E-01,1.871042E-01
-0.10071,0.34040,1.208186E-01,1.903105E-01,1.290260E-01,2.036033E-01,1.567813E-01,2.464171E-01,2.442702E-01,3.817737E-01,2.912239E-01,4.615757E-01,1.649594E-01,2.707167E-01,8.372544E-02,1.419101E-01,3.867414E-02,6.839135E-02
-0.10070,-0.37906,3.565926E-01,5.442890E-01,3.900480E-01,5.971861E-01,5.019320E-01,7.725888E-01,8.052080E-01,1.244765E+00,8.217125E-01,1.291435E+00,4.553491E-01,7.545774E-01,2.317552E-01,4.003679E-01,1.027463E-01,1.868491E-01
-0.10070,0.43033,9.826785E-02,1.547435E-01,1.047829E-01,1.646061E-01,1.260709E-01,1.978130E-01,1.954067E-01,3.043151E-01,2.404361E-01,3.780213E-01,1.401238E-01,2.274258E-01,7.202739E-02,1.208005E-01,3.364916E-02,5.881472E-02
-0.10069,-0.46899,3.533216E-01,5.419081E-01,3.867506E-01,5.947224E-01,4.983977E-01,7.702715E-01,7.998299E-01,1.241910E+00,8.126631E-01,1.283603E+00,4.487397E-01,7.483991E-01,2.279031E-01,3.965123E-01,1.006051E-01,1.845174E-01
-0.10068,0.52026,8.113094E-02,1.273106E-01,8.623481E-02,1.354723E-01,1.033018E-01,1.614062E-01,1.592184E-01,2.468534E-01,2.013382E-01,3.151335E-01,1.211394E-01,1.951313E-01,6.316491E-02,1.051698E-01,2.985888E-02,5.177943E-02
-0.10068,-0.55893,3.415236E-01,5.286874E-01,3.746080E-01,5.810649E-01,4.841039E-01,7.552890E-01,7.764947E-01,1.220217E+00,7.799817E-01,1.245051E+00,4.283130E-01,7.199277E-01,2.164002E-01,3.793719E-01,9.471474E-02,1.752592E-01
-0.10067,0.61019,6.774887E-02,1.061320E-01,7.181399E-02,1.125116E-01,8.546732E-02,1.336050E-01,1.312530E-01,2.031262E-01,1.703965E-01,2.657817E-01,1.060766E-01,1.700078E-01,5.618622E-02,9.304231E-02,2.682410E-02,4.629008E-02
-0.10066,-0.64886,2.948392E-01,4.687335E-01,3.224159E-01,5.138386E-01,4.137082E-01,6.645859E-01,6.605878E-01,1.069602E+00,6.736382E-01,1.096597E+00,3.678617E-01,6.286191E-01,1.846939E-01,3.288814E-01,8.096172E-02,1.515159E-01
-0.10065,0.70012,5.694349E-02,8.923782E-02,6.038433E-02,9.442943E-02,7.147686E-02,1.114989E-01,1.093216E-01,1.688898E-01,1.455473E-01,2.261969E-01,9.379342E-02,1.498156E-01,5.053435E-02,8.331635E-02,2.435948E-02,4.188625E-02
-0.10064,-0.73879,2.171367E-01,3.433014E-01,2.348615E-01,3.711564E-01,2.925967E-01,4.633478E-01,4.643472E-01,7.328347E-01,5.111078E-01,8.241924E-01,2.797139E-01,4.753812E-01,1.403051E-01,2.482060E-01,6.320186E-02,1.170711E-01
-0.10062,-0.82872,1.706766E-01,2.649937E-01,1.833954E-01,2.844993E-01,2.252768E-01,3.491468E-01,3.544325E-01,5.459592E-01,4.069860E-01,6.387441E-01,2.247459E-01,3.691732E-01,1.130209E-01,1.925947E-01,5.156991E-02,9.188817E-02
